Deal ID	Companies	Year Founded	Employees	Raised to Date	Announced Date	All Industries	Primary Industry Sector	Primary Industry Group	New Investors	Implied EV	Keywords	Verticals	Deal Size	Post Valuation	EBITDA	Valuation/EBITDA	Revenue	Valuation/Revenue	Net Income	Deal Date	Deal Type	Investors	Primary Industry Code	HQ Location	View Company Online
205771-51T	Cinis Fertilizer	2018		40.02	10-Oct-2022	"Agricultural Chemicals*, Environmental Services (B2B)"	Materials and Resources	Chemicals and Gases	"Cicero Fonder, GADD, Livförsäkringsbolaget Skandia Ömsesidigt, Molindo Energy, SEB Investment Management, Strand Kapitalforvaltning"		"ag biotech, agriculture technology, carbon dioxide reduction, fertilizer alternatives, land use, mineral fertilizer, plant biotech, plant biotechnology, sulphate of potash"	"AgTech, CleanTech, Climate Tech, LOHAS & Wellness, Supply Chain Tech"	35.63	181.98	-2.38	-76.6	0		-2.33	21-Oct-2022	IPO	"Cicero Fonder, GADD, Livförsäkringsbolaget Skandia Ömsesidigt, Molindo Energy, SEB Investment Management, Strand Kapitalforvaltning"	Agricultural Chemicals	"Lund, Sweden"	
214561-63T	Cipher (Business/Productivity Software)	2013		18.83	07-Feb-2023	"Business/Productivity Software*, Financial Software, Media and Information Services (B2B)"	Information Technology	Software		36.39	"abi custom application, analytics platform, competitive intelligence, competitive intelligence platform, competitive intelligence research, corporate strategy management, intellectual property analysis, patent intelligence software"	"Artificial Intelligence & Machine Learning, Big Data"	36.39	36.39						31-Mar-2023	Merger/Acquisition	RELX (LON: REL)	Business/Productivity Software	"London, United Kingdom"	
249257-35T	Circle Internet Group (NYS: CRCL)	2013		1644	11-Jan-2024	"Financial Software, Other Financial Services*"	Financial Services	Other Financial Services	"SBI Holdings, SBI Shinsei Bank"		"bitcoin exchange, blockchain community, crypto assets exchange, crypto institutional services, crypto investment platform, currency exchange, digital currency, digital payment, online payment platform, open protocol software"	"Cryptocurrency/Blockchain, FinTech, Mobile Commerce, TMT"	1054	6898.74	259.1	26.63	1889.73	3.65	171.82	05-Jun-2025	IPO	"SBI Holdings (TKS: 8473), SBI Shinsei Bank (TKS: 8303)"	Other Financial Services	"New York, NY"	
169564-96T	Circle8 Group (Billerica) (NAS: CIRC)	2013		15.01	31-Mar-2021	Biotechnology*	Healthcare	Pharmaceuticals and Biotechnology			"biotech consulting, biotechnology research, dna sequencing, genetic sequencing, rna sequencing, sequencing technology"	Life Sciences	13.01	49.71	-1.62	-30.7	0.04	1217.46	-2.01	27-Aug-2021	IPO		Biotechnology	"Billerica, MA"	
205344-82T	Circularis	2014		2.55		Discovery Tools (Healthcare)*	Healthcare	Pharmaceuticals and Biotechnology		18.6	"gene identification, gene regulation, gene therapy, metabolic engineering, molecular biology, synthetic biology"	"HealthTech, Life Sciences"	18.6	18.6						03-Oct-2022	Merger/Acquisition	Ginkgo Bioworks (NYS: DNA)(Narendra Maheshri)	Discovery Tools (Healthcare)	"Oakland, CA"	
177729-58T	Circulomics	2009				Other Pharmaceuticals and Biotechnology*	Healthcare	Pharmaceuticals and Biotechnology		29.55	"biomarker analysis, cancer analysis, cancer research, cancer treatment, dna extraction, molecular analysis, sample preparation"	"Life Sciences, Oncology"	29.55	29.55						20-Jul-2021	Merger/Acquisition	Pacific BioSciences of California (NAS: PACB)(Christian Henry)	Other Pharmaceuticals and Biotechnology	"Baltimore, MD"	
179665-84T	Citizen Health	2017		21	01-Sep-2021	"Medical Records Systems*, Other Healthcare Technology Systems"	Healthcare	Healthcare Technology Systems	Invitae	308.3	"clinical trials study, digital care management, health data records, health tracking, medical records, personal health data, personalized treatment"	"Artificial Intelligence & Machine Learning, Digital Health, HealthTech"	308.3	308.3						14-Sep-2021	Merger/Acquisition	Invitae(Sean George)	Medical Records Systems	"San Francisco, CA"	
215983-18T	Citymapper	2010		60.49	25-Feb-2023	"Application Software*, Automotive, Information Services (B2C)"	Information Technology	Software		95.99	"analytics platform, city data, journey planner, location intelligence platform, navigation software, public mobility solutions, public transport, public transport software, transit system software, transport booking, transport network, transport tech, travel data, travel guide"	Mobility Tech	100	100	-9.08	-11.02	14.72	6.79	-8.47	15-Mar-2023	Merger/Acquisition	Via Transportation (NYS: VIA)(Daniel Ramot)	Application Software	"London, United Kingdom"	
252629-47T	Cityscoot	2014				"Application Software, Automotive*"	Consumer Products and Services (B2C)	Transportation		0.43	"climate tech company, electric mobility system, electric scooter, electric scooter rental, scooter rental platform, scooter rental services, vehicle rental, vehicle rental service"	"Climate Tech, Micro-Mobility, Mobility Tech, TMT"	0.43	0.43						21-Feb-2024	Merger/Acquisition	Cooltra(Fabien Douay)	Automotive	"Paris, France"	
212119-48T	Civil Maps	2013		16.06		"Business/Productivity Software*, Information Services (B2C), Road"	Information Technology	Software		17	"analytics platform, autonomous driving, autonomous machine, autonomous vehicle, hd mapping, localization services, localization tools, location intelligence platform, navigation facility"	"Artificial Intelligence & Machine Learning, Big Data, Mobility Tech, SaaS, TMT"	17	17						15-Jun-2022	Merger/Acquisition	Luminar Technologies(Austin Russell)	Business/Productivity Software	"San Francisco, CA"	
294849-55T	Civitfun	2014		2.28		"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		10.18	"hospitality operations software, hotel checkin management, management platform, operational efficiency, paperless operations, workload reduction"		10.18	10.18						12-May-2025	Merger/Acquisition	HBX Group International (MAD: HBX)(Nicolas Huss)	Business/Productivity Software	"Palma de Mallorca, Spain"	
171062-47T	Cizzle Biotechnology Holdings (LON: CIZ)	2004		1.98	23-Apr-2021	Biotechnology*	Healthcare	Pharmaceuticals and Biotechnology	Bould Opportunities		"blood test technology, cancer care, cancer cure therapy, lung cancer detection, lung cancer detectors, therapeutic drug discovery, therapeutic services"	"Life Sciences, Oncology"	29.01		-4.75		0		-4.75	26-Apr-2021	Reverse Merger	Bould Opportunities	Biotechnology	"London, United Kingdom"	
256650-31T	Clade Therapeutics	2020		87		"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		39.73	"cancer treatment, cell therapy, cell transplantation, regenerative medicine, stem cell biology, stem cell medicine"	"Life Sciences, Oncology"	39.73	39.73						11-Apr-2024	Merger/Acquisition	Century Therapeutics (NAS: IPSC)(Chad Cowan)	Drug Discovery	"Boston, MA"	
185427-82T	Clairvoyant (Database Software)	2012				"Database Software*, IT Consulting and Outsourcing, Media and Information Services (B2B)"	Information Technology	Software		89.58	"ai automation platform, ai platform, analytics platform, architectural consulting, data analytics, data engineering, data science platform, design architecture, enterprise tools, it transformation services, product ideation, technical consulting"	"Artificial Intelligence & Machine Learning, Big Data"	89.58	89.58						16-Dec-2021	Merger/Acquisition	ExlService Holdings (NAS: EXLS)(Rohit Kapoor)	Database Software	"Chandler, AZ"	
177450-49T	Clarabridge	2005		209.18	29-Jul-2021	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		1267.68	"crm, cross-crm, customer experience management, customer feedback, customer relationship management, data analytics solution, natural language technology, speech analysis, text analytics, text mining"	"Artificial Intelligence & Machine Learning, Big Data, SaaS, TMT"	1267.68	1267.68						01-Oct-2021	Merger/Acquisition	Qualtrics(Zig Serafin)	Business/Productivity Software	"Reston, VA"	
201489-94T	Clare (Other Hardware)	2010		3		"Application Software, Electronics (B2C), Other Hardware*, Other Services (B2C Non-Financial)"	Information Technology	Computer Hardware		6.3	"automation application, automation systems, home automated control, home automation, home automation service, home solutions, home solutions marketplace, security software"	"Internet of Things, Manufacturing, Mobile, SaaS, TMT"	6.3	6.3						08-Aug-2022	Merger/Acquisition	Snap One(Mike Jordan)	Other Hardware	"Sarasota, FL"	
203141-62T	Clarus R+D	2016		0.95		Financial Software*	Information Technology	Software	TriNet Group	48	"credit records, credit software, finance bank, finance forum, tax credit consulting, tax credit platform"		48	48						01-Sep-2022	Merger/Acquisition	TriNet Group (NYS: TNET)(Burton Goldfield)	Financial Software	"Columbus, OH"	
171391-69T	Clarus Therapeutics	2004		195.63	27-Apr-2021	"Biotechnology, Drug Discovery, Pharmaceuticals*"	Healthcare	Pharmaceuticals and Biotechnology	Blue Water Acquisition		"chemistry, hypogonadism treatment, oral testosterone product, pharmaceutical, small molecule, testosterone deficiency, testosterone replacement, testosterone therapy"	Life Sciences	25.3	217			9.76	22.24	-27.86	09-Sep-2021	Reverse Merger	Blue Water Acquisition(Joseph Hernandez)	Pharmaceuticals	"Northbrook, IL"	
194403-61T	Class Collaborate	2000	50		19-May-2022	"Education and Training Services (B2B)*, Educational and Training Services (B2C), Educational Software"	Business Products and Services (B2B)	Commercial Services		210	"learning suites, online learning, online learning tool, virtual classroom, web collaboration, web collaboration software"	"EdTech, TMT"	210	210						29-Jun-2022	Merger/Acquisition	Class(Michael Chasen)	Education and Training Services (B2B)	"Calgary, Canada"	
187127-47T	Clean Power Hydrogen (LON: CPH2)	2012		48.84	17-Jan-2022	"Alternative Energy Equipment*, Energy Production"	Energy	Energy Equipment			"alternative energy, alternative energy equipment, clean fuel, climate tech company, hydrogen gas technology, hydrogen storage technology, hydrogen technology, renewable equipment, renewable gas"	Manufacturing	41.22	161.55	-4.5	-35.93	0.04	4195.63	-4.56	16-Feb-2022	IPO	West Hill Capital	Alternative Energy Equipment	"Doncaster, United Kingdom"	
279448-12T	Cleana	2019		0.01		"Other Commercial Products*, Other Consumer Durables"	Business Products and Services (B2B)	Commercial Products		10	"commercial toilet, restroom hygiene, restroom product, restroom sanitation, sanitation goods, toilet seat manufacturer, toilet seating cover, toilet seating product"	"E-Commerce, Manufacturing"	10	10						31-Oct-2024	Merger/Acquisition	Kohler (Kohler)	Other Commercial Products	"Boston, MA"	
320170-60T	Cleanlab	2021		30		"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		25	"analytics platform, business data analytics, data management software, data-centric ai, data-centric ml, generative ai"	"Artificial Intelligence & Machine Learning, Big Data, SaaS"	25	25						20-Jan-2026	Merger/Acquisition	Handshake(Sahil Bhaiwala)	Business/Productivity Software	"San Francisco, CA"	
169151-41T	Cleanshelf	2015		8		Business/Productivity Software*	Information Technology	Software		5.1	"ap automation, ar automation, cfo stack, expense management, saas marketplace, saas marketplace platform, saas spend optimization, saas spend optimization solutions, spend optimization solutions"	"FinTech, SaaS, TMT"	5.1	5.1						18-Mar-2021	Merger/Acquisition	SAP LeanIX(André Christ)	Business/Productivity Software	"San Francisco, CA"	
275392-18T	Cleaq	2013				"Computers, Parts and Peripherals, IT Consulting and Outsourcing*"	Information Technology	IT Services		8.8	"computer equipment, computer rental, equipment rental, it equipment, it equipment rental, it services, technology equipment"		8.8	8.8						23-Oct-2024	Merger/Acquisition	Mobile Club(Damien Morin)	IT Consulting and Outsourcing	"Paris, France"	
174685-42T	Clearbridge BioPhotonics	2014			06-Apr-2021	Other Healthcare Technology Systems*	Healthcare	Healthcare Technology Systems		3.34	"biological research service, biomarker detection technology, fourier ptychographic microscopy, images processing software, imaging solutions, microscopy imaging"	HealthTech	3.34	3.34						20-Apr-2021	Merger/Acquisition	CellaVision (STO: CEVI)(Simon Østergaard)	Other Healthcare Technology Systems	"Pasadena, CA"	
186446-89T	Cleared	2019		1.1		"Clinics/Outpatient Services*, Other Healthcare Technology Systems"	Healthcare	Healthcare Services		3.46	"allergy care, allergy clinic operator, allergy experts, allergy immunotherapy, allergy testing, allergy treatment, allergy treatment platform, telemedicine tools"	"Digital Health, E-Commerce, HealthTech"	3.46	3.46						18-Jan-2022	Merger/Acquisition	LifeMD (NAS: LFMD)(Justin Schreiber)	Clinics/Outpatient Services	"New York, NY"	
235893-16T	Clearpath Robotics	2009		82	06-Sep-2023	"Machinery (B2B), Other Hardware*"	Information Technology	Computer Hardware		608.5	"autonomous driving, autonomous machine, custom robotics, ecommerce personalization, intelligent robotics, last mile delivery, precision agriculture, robotics company, self driving vehicles, unmanned surface vessels"	"Artificial Intelligence & Machine Learning, Autonomous cars, Big Data, Mobility Tech, Robotics and Drones, Supply Chain Tech"	608.5	608.5						02-Oct-2023	Merger/Acquisition	Rockwell Automation (NYS: ROK)(Blake Moret)	Other Hardware	"Kitchener, Canada"	
272632-15T	ClearQuery	2017				"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		8.2	"collaborative analytics, conversational analytics, data analysis firm, data analytics firm, data processing service, software development process"	SaaS	8.2	8.2						18-Sep-2024	Merger/Acquisition	Snowflake (NYS: SNOW)(Chris Degnan)	Business/Productivity Software	"McLean, VA"	
178241-41T	Clementine (Enterprise Systems (Healthcare))	2014				"Enterprise Systems (Healthcare)*, Other Healthcare Services"	Healthcare	Healthcare Technology Systems	Eargo	2.86	"ai healthcare, ai platform, artificial intelligence, audiology care, audiology clinic, medtech platform, medtech software"	"Artificial Intelligence & Machine Learning, SaaS"	2.86	2.86						01-Jun-2021	Merger/Acquisition	Eargo	Enterprise Systems (Healthcare)	"Maastricht, Netherlands"	
171699-49T	Clever (Educational Software)	2012		59.95		Educational Software*	Information Technology	Software		500	"account management tool, administration software, administrative automation, data syncing, learning management system, single sign-on"	"EdTech, SaaS"	500	500						06-May-2021	Merger/Acquisition	Kahoot!(Eilert Hanoa)	Educational Software	"San Francisco, CA"	
197217-19T	Clevon	2008		5.29	06-Jun-2022	"Logistics*, Other Commercial Products"	Business Products and Services (B2B)	Commercial Services			"autonomous delivery, autonomus robots, courier service, courier service platform, courier service provider, driving robots"	"Manufacturing, Robotics and Drones"	5.29	63.65	-2.62	-24.33	0.1	615.09	-3.5	28-Jun-2022	IPO		Logistics	"Viljandi, Estonia"	
184750-57T	Clicksit App	2015		0.48		"Automation/Workflow Software, Business/Productivity Software*"	Information Technology	Software		9.98	"customer experience application, customer relationship management, digital commerce, post-purchase experience, product returns, progress notifications, realtime tracking"	Supply Chain Tech	10.71	10.71						07-Dec-2021	Merger/Acquisition	Sorted (Logistics) (LON: SORT)(Carmen Carey)	Business/Productivity Software	"Manchester, United Kingdom"	
